Character,Name,Chinese,English
,,......我们该把他塞进麻袋，
,,在黎明时吊上桅杆......
,,......我们该把他喉咙切断，
,,在暴风雨里献给大海......
char_143_ghost,幽灵鲨,呃！
char_143_ghost,幽灵鲨,......又是这个梦吗。
char_263_skadi#1,？？？,......
char_143_ghost,幽灵鲨,是谁？
char_143_ghost,幽灵鲨,——原来是你。唔，不过为什么我想不起来你叫什么名字了。
char_263_skadi#1,？？？,这不重要。你把我当成一个普通的罗德岛干员就可以了。
char_263_skadi#1,？？？,你看上去似乎很痛苦。
char_143_ghost,幽灵鲨,只是噩梦而已。
char_143_ghost,幽灵鲨,一些盘旋在意识里的黑色碎片，藏在那个破碎教堂的阴影之下。
char_143_ghost,幽灵鲨,在我接近它的时候，它们化为枷锁将我拖入深邃的海中。
char_263_skadi#1,？？？,......
char_263_skadi#1,？？？,不过很快你就有办法脱离痛苦了。
char_143_ghost,幽灵鲨,是吗，呵呵，那可真是太好了。不过我为什么相信你呢？
char_143_ghost,幽灵鲨,哦。
char_143_ghost,幽灵鲨,你身上的气息......我很熟悉。
char_143_ghost,幽灵鲨,不，不是，是气味。浓烈的气味，血的气味，它们的气味。深邃的海中的气味。
char_143_ghost,幽灵鲨,熟悉，但又让人厌恶的气味。
char_263_skadi#1,？？？,是吗。
char_143_ghost,幽灵鲨,能告诉我你的名字吗？
char_263_skadi#1,斯卡蒂,斯卡蒂。
char_143_ghost,幽灵鲨,有趣。那么你为什么能出现在这里呢？
char_143_ghost,幽灵鲨,没有凯尔希的许可，你可没法到这个房间里来，除非你也不怕被失去控制的我撕成碎片。
char_263_skadi#1,斯卡蒂,害怕。所有人都害怕。只是我已经习惯了。
char_263_skadi#1,斯卡蒂,是时候出发了，回来的时候，情况也许会有所进展。不过，你也可以和以前一样，把我忘了。
char_143_ghost,幽灵鲨,你要去哪里？
char_263_skadi#1,斯卡蒂,秘密被埋葬的地方。
,斯卡蒂,一个离你很远的地方。
